Date,Event,ROUND,TIME,Results_1,Results_2,Fighter_1,Fighter_2,WEIGHT CLASS,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,PASS_1,PASS_2,METHOD_result,METHOD_note,Date.1,Event.1,Fighter_R,Fighter_B,METHOD,ROUND.1,TIME.1,TIME_FORMAT,REFEREE,KD_R,KD_B,SIG_STR_R,SIG_STR_B,pSIG_STR_R,pSIG_STR_B,TOTAL_STR_R,TOTAL_STR_B,TD_R,TD_B,pTD_R,pTD_B,SUB_ATT_R,SUB_ATT_B,PASS_R,PASS_B,REV_R,REV_B,HEAD_R,HEAD_B,BODY_R,BODY_B,LEG_R,LEG_B,CLINCH_R,CLINCH_B,DISTANCE_R,DISTANCE_B,GROUND_R,GROUND_B
2001-09-28,UFC 33: Victory in Vegas,5,5:00,win,-,Jens Pulver,Dennis Hallman,Lightweight,27.0,15.0,0.0,2.0,1.0,3.0,0.0,0.0,U-DEC,-,2001-09-28,UFC 33: Victory in Vegas,Jens Pulver,Dennis Hallman,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Mario Yamasaki,0.0,0.0,27 of 60,15 of 48,45%,31%,100 of 136,56 of 91,0 of 0,2 of 12,0%,16%,1.0,3.0,0.0,0.0,0.0,0.0,18 of 49,4 of 34,7 of 9,4 of 6,2 of 2,7 of 8,3 of 3,0 of 3,9 of 35,13 of 42,15 of 22,2 of 3
2001-09-28,UFC 33: Victory in Vegas,3,5:00,win,-,Chuck Liddell,Murilo Bustamante,Light Heavyweight,27.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,U-DEC,-,2001-09-28,UFC 33: Victory in Vegas,Chuck Liddell,Murilo Bustamante,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,1.0,0.0,27 of 78,15 of 30,34%,50%,27 of 78,15 of 30,0 of 0,2 of 20,0%,10%,0.0,0.0,0.0,0.0,0.0,0.0,15 of 63,13 of 28,1 of 3,1 of 1,11 of 12,1 of 1,2 of 2,1 of 3,16 of 65,13 of 24,9 of 11,1 of 3
2001-09-28,UFC 33: Victory in Vegas,3,5:00,win,-,Din Thomas,Fabiano Iha,Lightweight,42.0,19.0,1.0,2.0,0.0,2.0,1.0,1.0,U-DEC,-,2001-09-28,UFC 33: Victory in Vegas,Din Thomas,Fabiano Iha,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,0.0,0.0,42 of 69,19 of 45,60%,42%,98 of 128,46 of 78,1 of 1,2 of 7,100%,28%,0.0,2.0,1.0,1.0,0.0,0.0,41 of 68,12 of 36,1 of 1,1 of 3,0 of 0,6 of 6,24 of 35,11 of 18,11 of 24,4 of 20,7 of 10,4 of 7
2001-09-28,UFC 33: Victory in Vegas,5,5:00,win,-,Dave Menne,Gil Castillo,Middleweight,70.0,9.0,1.0,7.0,4.0,0.0,2.0,2.0,U-DEC,-,2001-09-28,UFC 33: Victory in Vegas,Dave Menne,Gil Castillo,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,0.0,0.0,70 of 125,9 of 25,56%,36%,180 of 241,110 of 126,1 of 1,7 of 19,100%,36%,4.0,0.0,2.0,2.0,2.0,0.0,38 of 86,5 of 20,16 of 18,3 of 4,16 of 21,1 of 1,30 of 42,2 of 2,24 of 59,7 of 23,16 of 24,0 of 0
2001-09-28,UFC 33: Victory in Vegas,2,0:15,win,-,Jutaro Nakao,Tony DeSouza,Welterweight,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,Punch,2001-09-28,UFC 33: Victory in Vegas,Jutaro Nakao,Tony DeSouza,KO/TKO,2,0:15,3 Rnd (5-5-5),Mason White,1.0,0.0,8 of 8,1 of 5,100%,20%,16 of 16,45 of 49,0 of 1,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,3 of 3,0 of 3,0 of 0,0 of 1,5 of 5,1 of 1,0 of 0,1 of 2,6 of 6,0 of 3,2 of 2,0 of 0
2001-09-28,UFC 33: Victory in Vegas,1,4:06,win,-,Ricardo Almeida,Eugene Jackson,Middleweight,4.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,SUB,Triangle Choke,2001-09-28,UFC 33: Victory in Vegas,Ricardo Almeida,Eugene Jackson,Submission,1,4:06,3 Rnd (5-5-5),Mason White,0.0,0.0,4 of 4,1 of 4,100%,25%,16 of 17,18 of 23,1 of 1,2 of 2,100%,100%,1.0,2.0,2.0,0.0,0.0,0.0,0 of 0,1 of 4,2 of 2,0 of 0,2 of 2,0 of 0,0 of 0,0 of 0,4 of 4,1 of 3,0 of 0,0 of 1
2001-09-28,UFC 33: Victory in Vegas,3,5:00,win,-,Matt Serra,Yves Edwards,Welterweight,9.0,9.0,3.0,0.0,3.0,0.0,6.0,0.0,M-DEC,-,2001-09-28,UFC 33: Victory in Vegas,Matt Serra,Yves Edwards,Decision - Majority,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,0.0,0.0,9 of 17,9 of 14,52%,64%,20 of 31,27 of 33,3 of 12,0 of 0,25%,0%,3.0,0.0,6.0,0.0,1.0,2.0,3 of 10,4 of 9,4 of 5,4 of 4,2 of 2,1 of 1,0 of 0,6 of 6,3 of 7,2 of 7,6 of 10,1 of 1
2001-11-02,UFC 34: High Voltage,3,3:22,win,-,Randy Couture,Pedro Rizzo,Heavyweight,41.0,13.0,3.0,1.0,0.0,0.0,1.0,0.0,KO/TKO,Punches,2001-11-02,UFC 34: High Voltage,Randy Couture,Pedro Rizzo,KO/TKO,3,3:22,5 Rnd (5-5-5-5-5),John McCarthy,0.0,0.0,41 of 52,13 of 34,78%,38%,98 of 111,20 of 42,3 of 5,1 of 1,60%,100%,0.0,0.0,1.0,0.0,0.0,0.0,27 of 38,8 of 28,1 of 1,1 of 1,13 of 13,4 of 5,4 of 4,4 of 4,18 of 26,9 of 30,19 of 22,0 of 0
2001-11-02,UFC 34: High Voltage,2,4:02,win,-,Ricco Rodriguez,Pete Williams,Heavyweight,26.0,4.0,5.0,0.0,1.0,1.0,5.0,0.0,KO/TKO,Punches,2001-11-02,UFC 34: High Voltage,Ricco Rodriguez,Pete Williams,KO/TKO,2,4:02,3 Rnd (5-5-5),Mario Yamasaki,0.0,0.0,26 of 43,4 of 6,60%,66%,86 of 107,10 of 13,5 of 6,0 of 0,83%,0%,1.0,1.0,5.0,0.0,1.0,0.0,24 of 41,1 of 3,2 of 2,2 of 2,0 of 0,1 of 1,1 of 1,0 of 0,1 of 4,1 of 3,24 of 38,3 of 3
2001-11-02,UFC 34: High Voltage,2,1:27,win,-,Matt Hughes,Carlos Newton,Welterweight,8.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,KO/TKO,Slam,2001-11-02,UFC 34: High Voltage,Matt Hughes,Carlos Newton,KO/TKO,2,1:27,5 Rnd (5-5-5-5-5),John McCarthy,0.0,0.0,8 of 14,2 of 7,57%,28%,14 of 20,18 of 23,4 of 4,0 of 0,100%,0%,1.0,1.0,1.0,1.0,0.0,2.0,7 of 13,0 of 5,1 of 1,2 of 2,0 of 0,0 of 0,2 of 2,2 of 3,0 of 1,0 of 4,6 of 11,0 of 0
2001-11-02,UFC 34: High Voltage,1,0:11,win,-,BJ Penn,Caol Uno,Lightweight,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,Punches,2001-11-02,UFC 34: High Voltage,BJ Penn,Caol Uno,KO/TKO,1,0:11,3 Rnd (5-5-5),Larry Landless,1.0,0.0,5 of 6,0 of 1,83%,0%,5 of 6,0 of 1,1 of 1,0 of 0,100%,0%,0.0,0.0,0.0,0.0,0.0,0.0,5 of 6,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,1 of 2,0 of 1,4 of 4,0 of 0
2001-11-02,UFC 34: High Voltage,2,0:55,win,-,Evan Tanner,Homer Moore,Light Heavyweight,4.0,4.0,0.0,2.0,4.0,0.0,0.0,3.0,SUB,Armbar,2001-11-02,UFC 34: High Voltage,Evan Tanner,Homer Moore,Submission,2,0:55,3 Rnd (5-5-5),Mario Yamasaki,0.0,0.0,4 of 4,4 of 8,100%,50%,6 of 7,12 of 16,0 of 0,2 of 3,0%,66%,4.0,0.0,0.0,3.0,0.0,0.0,2 of 2,4 of 8,0 of 0,0 of 0,2 of 2,0 of 0,1 of 1,0 of 0,3 of 3,2 of 3,0 of 0,2 of 5
2001-11-02,UFC 34: High Voltage,3,5:00,win,-,Matt Lindland,Phil Baroni,Middleweight,71.0,32.0,4.0,0.0,0.0,2.0,7.0,1.0,M-DEC,-,2001-11-02,UFC 34: High Voltage,Matt Lindland,Phil Baroni,Decision - Majority,3,5:00,3 Rnd (5-5-5),John McCarthy,0.0,1.0,71 of 94,32 of 54,75%,59%,215 of 242,80 of 103,4 of 9,0 of 1,44%,0%,0.0,2.0,7.0,1.0,1.0,2.0,49 of 69,25 of 47,9 of 11,6 of 6,13 of 14,1 of 1,26 of 32,19 of 27,12 of 20,4 of 13,33 of 42,9 of 14
2001-11-02,UFC 34: High Voltage,1,1:05,win,-,Frank Mir,Roberto Traven,Heavyweight,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,SUB,Armbar,2001-11-02,UFC 34: High Voltage,Frank Mir,Roberto Traven,Submission,1,1:05,3 Rnd (5-5-5),Larry Landless,0.0,0.0,3 of 7,1 of 2,42%,50%,6 of 11,1 of 2,0 of 0,0 of 0,0%,0%,1.0,0.0,1.0,0.0,0.0,0.0,1 of 5,1 of 2,0 of 0,0 of 0,2 of 2,0 of 0,0 of 0,0 of 0,3 of 7,1 of 2,0 of 0,0 of 0
2001-11-02,UFC 34: High Voltage,2,4:25,win,-,Josh Barnett,Bobby Hoffman,Heavyweight,17.0,6.0,2.0,1.0,1.0,1.0,5.0,2.0,KO/TKO,Punches,2001-11-02,UFC 34: High Voltage,Josh Barnett,Bobby Hoffman,KO/TKO,2,4:25,3 Rnd (5-5-5),John McCarthy,0.0,0.0,17 of 20,6 of 14,85%,42%,83 of 88,21 of 31,2 of 2,1 of 2,100%,50%,1.0,1.0,5.0,2.0,0.0,1.0,12 of 15,3 of 10,3 of 3,1 of 2,2 of 2,2 of 2,4 of 4,2 of 3,1 of 2,1 of 2,12 of 14,3 of 9
2002-01-11,UFC 35: Throwdown,2,1:14,win,-,Eugene Jackson,Keith Rockel,Middleweight,1.0,6.0,0.0,2.0,1.0,2.0,0.0,4.0,SUB,Guillotine Choke,2002-01-11,UFC 35: Throwdown,Eugene Jackson,Keith Rockel,Submission,2,1:14,3 Rnd (5-5-5),Larry Landless,0.0,0.0,1 of 3,6 of 10,33%,60%,44 of 47,21 of 25,0 of 1,2 of 2,0%,100%,1.0,2.0,0.0,4.0,0.0,0.0,1 of 3,4 of 8,0 of 0,1 of 1,0 of 0,1 of 1,0 of 0,0 of 0,1 of 3,2 of 2,0 of 0,4 of 8
2002-01-11,UFC 35: Throwdown,3,5:00,win,-,Gil Castillo,Chris Brennan,Welterweight,17.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,U-DEC,-,2002-01-11,UFC 35: Throwdown,Gil Castillo,Chris Brennan,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mason White,0.0,0.0,17 of 33,8 of 23,51%,34%,120 of 150,97 of 115,3 of 3,0 of 2,100%,0%,0.0,1.0,0.0,0.0,0.0,0.0,16 of 32,2 of 14,0 of 0,4 of 5,1 of 1,2 of 4,0 of 0,4 of 5,5 of 7,3 of 17,12 of 26,1 of 1
2002-01-11,UFC 35: Throwdown,3,5:00,win,-,Kevin Randleman,Renato Sobral,Light Heavyweight,18.0,2.0,1.0,0.0,0.0,5.0,3.0,0.0,U-DEC,-,2002-01-11,UFC 35: Throwdown,Kevin Randleman,Renato Sobral,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,0.0,0.0,18 of 39,2 of 3,46%,66%,72 of 100,24 of 26,1 of 1,0 of 0,100%,0%,0.0,5.0,3.0,0.0,0.0,0.0,18 of 39,1 of 2,0 of 0,0 of 0,0 of 0,1 of 1,0 of 0,1 of 1,0 of 0,0 of 1,18 of 39,1 of 1
2002-01-11,UFC 35: Throwdown,2,2:01,win,-,Andrei Semenov,Ricardo Almeida,Middleweight,5.0,12.0,0.0,1.0,0.0,5.0,0.0,0.0,KO/TKO,Punch,2002-01-11,UFC 35: Throwdown,Andrei Semenov,Ricardo Almeida,KO/TKO,2,2:01,3 Rnd (5-5-5),Mason White,1.0,0.0,5 of 29,12 of 35,17%,34%,35 of 59,12 of 35,0 of 0,1 of 4,0%,25%,0.0,5.0,0.0,0.0,0.0,0.0,5 of 29,6 of 29,0 of 0,1 of 1,0 of 0,5 of 5,1 of 2,5 of 7,3 of 22,7 of 28,1 of 5,0 of 0
2002-01-11,UFC 35: Throwdown,3,5:00,win,-,Chuck Liddell,Amar Suloev,Light Heavyweight,46.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,U-DEC,-,2002-01-11,UFC 35: Throwdown,Chuck Liddell,Amar Suloev,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Larry Landless,0.0,0.0,46 of 144,26 of 69,31%,37%,46 of 144,26 of 69,0 of 0,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,17 of 107,14 of 53,0 of 1,2 of 5,29 of 36,10 of 11,2 of 3,0 of 0,44 of 141,26 of 69,0 of 0,0 of 0
2002-01-11,UFC 35: Throwdown,2,0:44,win,-,Murilo Bustamante,Dave Menne,Middleweight,9.0,14.0,2.0,0.0,0.0,0.0,1.0,0.0,KO/TKO,Punch,2002-01-11,UFC 35: Throwdown,Murilo Bustamante,Dave Menne,KO/TKO,2,0:44,5 Rnd (5-5-5-5-5),John McCarthy,1.0,0.0,9 of 12,14 of 33,75%,42%,14 of 17,23 of 42,2 of 7,0 of 0,28%,0%,0.0,0.0,1.0,0.0,0.0,0.0,8 of 11,3 of 20,1 of 1,5 of 5,0 of 0,6 of 8,1 of 3,7 of 8,4 of 5,7 of 25,4 of 4,0 of 0
2002-01-11,UFC 35: Throwdown,3,3:00,win,-,Ricco Rodriguez,Jeff Monson,Heavyweight,42.0,7.0,3.0,2.0,1.0,0.0,3.0,0.0,KO/TKO,Punches,2002-01-11,UFC 35: Throwdown,Ricco Rodriguez,Jeff Monson,KO/TKO,3,3:00,3 Rnd (5-5-5),Larry Landless,0.0,0.0,42 of 65,7 of 20,64%,35%,100 of 126,45 of 60,3 of 4,2 of 6,75%,33%,1.0,0.0,3.0,0.0,0.0,0.0,26 of 47,2 of 13,14 of 15,2 of 3,2 of 3,3 of 4,18 of 24,5 of 9,7 of 19,2 of 11,17 of 22,0 of 0
2002-01-11,UFC 35: Throwdown,5,5:00,win,-,Jens Pulver,BJ Penn,Lightweight,38.0,49.0,1.0,7.0,0.0,2.0,3.0,2.0,M-DEC,-,2002-01-11,UFC 35: Throwdown,Jens Pulver,BJ Penn,Decision - Majority,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,0.0,0.0,38 of 98,49 of 93,38%,52%,122 of 186,161 of 210,1 of 1,7 of 10,100%,70%,0.0,2.0,3.0,2.0,4.0,0.0,28 of 88,35 of 76,5 of 5,5 of 7,5 of 5,9 of 10,3 of 3,3 of 4,22 of 70,39 of 78,13 of 25,7 of 11
2002-03-22,UFC 36: Worlds Collide,2,4:35,win,-,Josh Barnett,Randy Couture,Heavyweight,44.0,18.0,0.0,1.0,1.0,0.0,1.0,3.0,KO/TKO,Punches,2002-03-22,UFC 36: Worlds Collide,Josh Barnett,Randy Couture,KO/TKO,2,4:35,5 Rnd (5-5-5-5-5),John McCarthy,0.0,0.0,44 of 75,18 of 21,58%,85%,53 of 85,33 of 37,0 of 0,1 of 3,0%,33%,1.0,0.0,1.0,3.0,0.0,0.0,31 of 60,13 of 15,12 of 13,4 of 5,1 of 2,1 of 1,13 of 15,8 of 8,0 of 2,0 of 1,31 of 58,10 of 12
2002-03-22,UFC 36: Worlds Collide,3,1:45,win,-,Pedro Rizzo,Andrei Arlovski,Heavyweight,27.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,Punch,2002-03-22,UFC 36: Worlds Collide,Pedro Rizzo,Andrei Arlovski,KO/TKO,3,1:45,3 Rnd (5-5-5),Larry Landless,1.0,0.0,27 of 80,38 of 95,33%,40%,27 of 80,38 of 95,0 of 0,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,10 of 55,10 of 48,1 of 1,1 of 1,16 of 24,27 of 46,1 of 1,1 of 2,26 of 79,37 of 93,0 of 0,0 of 0
2002-03-22,UFC 36: Worlds Collide,4,3:01,win,-,Matt Hughes,Hayato Sakurai,Welterweight,36.0,5.0,9.0,0.0,0.0,0.0,12.0,0.0,KO/TKO,Punches,2002-03-22,UFC 36: Worlds Collide,Matt Hughes,Hayato Sakurai,KO/TKO,4,3:01,5 Rnd (5-5-5-5-5),John McCarthy,0.0,1.0,36 of 58,5 of 12,62%,41%,112 of 137,14 of 22,9 of 11,0 of 0,81%,0%,0.0,0.0,12.0,0.0,0.0,0.0,34 of 56,4 of 11,2 of 2,0 of 0,0 of 0,1 of 1,1 of 1,0 of 0,8 of 12,5 of 12,27 of 45,0 of 0
2002-03-22,UFC 36: Worlds Collide,1,2:58,win,-,Matt Serra,Kelly Dullanty,Lightweight,2.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,SUB,Triangle Choke,2002-03-22,UFC 36: Worlds Collide,Matt Serra,Kelly Dullanty,Submission,1,2:58,3 Rnd (5-5-5),Larry Landless,0.0,0.0,2 of 8,0 of 1,25%,0%,14 of 20,17 of 21,1 of 3,0 of 0,33%,0%,3.0,0.0,4.0,0.0,0.0,0.0,2 of 8,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,0 of 2,0 of 0,2 of 6,0 of 0
2002-03-22,UFC 36: Worlds Collide,1,2:06,win,-,Evan Tanner,Elvis Sinosic,Light Heavyweight,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,-,2002-03-22,UFC 36: Worlds Collide,Evan Tanner,Elvis Sinosic,TKO - Doctor's Stoppage,1,2:06,3 Rnd (5-5-5),Mason White,0.0,0.0,7 of 13,4 of 8,53%,50%,12 of 18,7 of 11,0 of 0,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,5 of 10,0 of 4,2 of 3,2 of 2,0 of 0,2 of 2,2 of 3,2 of 3,0 of 4,2 of 5,5 of 6,0 of 0
2002-03-22,UFC 36: Worlds Collide,1,0:46,win,-,Frank Mir,Pete Williams,Heavyweight,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,SUB,Other - Lock,2002-03-22,UFC 36: Worlds Collide,Frank Mir,Pete Williams,Submission,1,0:46,3 Rnd (5-5-5),John McCarthy,0.0,0.0,4 of 6,0 of 1,66%,0%,4 of 6,0 of 1,0 of 0,1 of 1,0%,100%,1.0,0.0,0.0,0.0,0.0,0.0,1 of 3,0 of 1,1 of 1,0 of 0,2 of 2,0 of 0,0 of 0,0 of 0,4 of 6,0 of 1,0 of 0,0 of 0
2002-03-22,UFC 36: Worlds Collide,3,5:00,win,-,Sean Sherk,Jutaro Nakao,Welterweight,21.0,4.0,7.0,0.0,0.0,0.0,4.0,0.0,U-DEC,-,2002-03-22,UFC 36: Worlds Collide,Sean Sherk,Jutaro Nakao,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mason White,0.0,0.0,21 of 30,4 of 20,70%,20%,227 of 241,8 of 24,7 of 14,0 of 0,50%,0%,0.0,0.0,4.0,0.0,0.0,0.0,16 of 25,1 of 13,1 of 1,2 of 6,4 of 4,1 of 1,5 of 6,2 of 6,2 of 6,2 of 14,14 of 18,0 of 0
2002-03-22,UFC 36: Worlds Collide,1,3:09,win,-,Matt Lindland,Pat Miletich,Middleweight,20.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,KO/TKO,Punches,2002-03-22,UFC 36: Worlds Collide,Matt Lindland,Pat Miletich,KO/TKO,1,3:09,3 Rnd (5-5-5),Larry Landless,0.0,0.0,20 of 40,1 of 2,50%,50%,62 of 85,1 of 2,1 of 1,0 of 0,100%,0%,0.0,0.0,2.0,0.0,0.0,0.0,19 of 39,0 of 1,1 of 1,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0 of 2,1 of 2,20 of 38,0 of 0
2002-05-10,UFC 37: High Impact,3,1:33,win,-,Murilo Bustamante,Matt Lindland,Middleweight,17.0,35.0,2.0,0.0,2.0,1.0,3.0,0.0,SUB,Guillotine Choke,2002-05-10,UFC 37: High Impact,Murilo Bustamante,Matt Lindland,Submission,3,1:33,5 Rnd (5-5-5-5-5),John McCarthy,1.0,0.0,17 of 40,35 of 66,42%,53%,39 of 62,82 of 113,2 of 2,0 of 3,100%,0%,2.0,1.0,3.0,0.0,0.0,1.0,15 of 38,6 of 35,2 of 2,9 of 10,0 of 0,20 of 21,2 of 5,25 of 33,7 of 13,7 of 28,8 of 22,3 of 5
2002-05-10,UFC 37: High Impact,2,3:25,win,-,Ricco Rodriguez,Tsuyoshi Kohsaka,Heavyweight,19.0,6.0,3.0,1.0,1.0,0.0,8.0,0.0,KO/TKO,Punches,2002-05-10,UFC 37: High Impact,Ricco Rodriguez,Tsuyoshi Kohsaka,KO/TKO,2,3:25,3 Rnd (5-5-5),John McCarthy,0.0,0.0,19 of 33,6 of 11,57%,54%,58 of 77,27 of 33,3 of 5,1 of 1,60%,100%,1.0,0.0,8.0,0.0,0.0,0.0,18 of 30,3 of 8,1 of 3,2 of 2,0 of 0,1 of 1,1 of 1,3 of 7,0 of 3,1 of 2,18 of 29,2 of 2
2002-05-10,UFC 37: High Impact,2,3:23,win,-,BJ Penn,Paul Creighton,Lightweight,39.0,6.0,0.0,3.0,0.0,0.0,1.0,0.0,KO/TKO,Punches,2002-05-10,UFC 37: High Impact,BJ Penn,Paul Creighton,KO/TKO,2,3:23,3 Rnd (5-5-5),Larry Landless,0.0,0.0,39 of 56,6 of 8,69%,75%,91 of 108,8 of 10,0 of 0,3 of 8,0%,37%,0.0,0.0,1.0,0.0,0.0,0.0,17 of 32,2 of 4,14 of 14,4 of 4,8 of 10,0 of 0,20 of 21,4 of 4,2 of 7,1 of 3,17 of 28,1 of 1
2002-05-10,UFC 37: High Impact,3,5:00,win,-,Caol Uno,Yves Edwards,Lightweight,19.0,13.0,3.0,1.0,1.0,1.0,6.0,4.0,U-DEC,-,2002-05-10,UFC 37: High Impact,Caol Uno,Yves Edwards,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Larry Landless,0.0,0.0,19 of 32,13 of 23,59%,56%,58 of 81,30 of 42,3 of 6,1 of 1,50%,100%,1.0,1.0,6.0,4.0,2.0,0.0,8 of 19,5 of 14,2 of 3,3 of 4,9 of 10,5 of 5,6 of 8,7 of 11,6 of 13,5 of 10,7 of 11,1 of 2
2002-05-10,UFC 37: High Impact,3,2:27,win,-,Ivan Salaverry,Andrei Semenov,Middleweight,43.0,5.0,2.0,1.0,8.0,1.0,6.0,0.0,KO/TKO,Punches,2002-05-10,UFC 37: High Impact,Ivan Salaverry,Andrei Semenov,KO/TKO,3,2:27,3 Rnd (5-5-5),Mason White,0.0,0.0,43 of 72,5 of 46,59%,10%,156 of 190,5 of 46,2 of 2,1 of 2,100%,50%,8.0,1.0,6.0,0.0,0.0,0.0,20 of 39,3 of 40,6 of 9,0 of 1,17 of 24,2 of 5,4 of 7,0 of 1,26 of 45,5 of 44,13 of 20,0 of 1
2002-05-10,UFC 37: High Impact,1,0:27,nc,nc,Benji Radach,Steve Berger,Welterweight,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Overturned,-,2002-05-10,UFC 37: High Impact,Benji Radach,Steve Berger,Overturned,1,0:27,3 Rnd (5-5-5),John McCarthy,1.0,0.0,10 of 12,0 of 2,83%,0%,10 of 12,0 of 2,0 of 0,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,10 of 12,0 of 2,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,0 of 2,9 of 11,0 of 0
2002-05-10,UFC 37: High Impact,3,5:00,win,-,Robbie Lawler,Aaron Riley,Welterweight,64.0,55.0,6.0,0.0,0.0,1.0,0.0,1.0,U-DEC,-,2002-05-10,UFC 37: High Impact,Robbie Lawler,Aaron Riley,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,1.0,0.0,64 of 153,55 of 130,41%,42%,87 of 176,93 of 170,6 of 8,0 of 3,75%,0%,0.0,1.0,0.0,1.0,0.0,0.0,52 of 137,18 of 83,9 of 11,18 of 20,3 of 5,19 of 27,21 of 41,24 of 47,34 of 94,31 of 83,9 of 18,0 of 0
2002-05-10,UFC 37: High Impact,1,2:59,win,-,Phil Baroni,Amar Suloev,Middleweight,11.0,9.0,0.0,1.0,0.0,1.0,1.0,1.0,KO/TKO,Punches,2002-05-10,UFC 37: High Impact,Phil Baroni,Amar Suloev,KO/TKO,1,2:59,3 Rnd (5-5-5),John McCarthy,0.0,0.0,11 of 23,9 of 15,47%,60%,19 of 33,9 of 15,0 of 2,1 of 1,0%,100%,0.0,1.0,1.0,1.0,0.0,0.0,10 of 19,7 of 13,0 of 1,0 of 0,1 of 3,2 of 2,0 of 0,0 of 0,4 of 14,7 of 13,7 of 9,2 of 2
2002-06-22,UFC 37.5: As Real As It Gets,1,1:19,win,-,Yves Edwards,Joao Pierini,Lightweight,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,-,2002-06-22,UFC 37.5: As Real As It Gets,Yves Edwards,Joao Pierini,KO/TKO,1,1:19,3 Rnd (5-5-5),Cecil Peoples,0.0,0.0,6 of 9,1 of 7,66%,14%,6 of 9,1 of 7,0 of 0,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,3 of 6,1 of 7,0 of 0,0 of 0,3 of 3,0 of 0,0 of 0,0 of 0,5 of 6,1 of 7,1 of 3,0 of 0
2002-06-22,UFC 37.5: As Real As It Gets,2,3:34,win,-,Tony Fryklund,Rodrigo Ruas,Middleweight,60.0,11.0,0.0,0.0,1.0,0.0,3.0,0.0,KO/TKO,Punches,2002-06-22,UFC 37.5: As Real As It Gets,Tony Fryklund,Rodrigo Ruas,KO/TKO,2,3:34,3 Rnd (5-5-5),Kipp Kollar,1.0,0.0,60 of 102,11 of 31,58%,35%,127 of 174,19 of 42,0 of 0,0 of 0,0%,0%,1.0,0.0,3.0,0.0,0.0,0.0,52 of 93,5 of 25,6 of 6,0 of 0,2 of 3,6 of 6,5 of 7,2 of 7,6 of 17,9 of 24,49 of 78,0 of 0
2002-06-22,UFC 37.5: As Real As It Gets,2,0:27,win,-,Robbie Lawler,Steve Berger,Welterweight,28.0,11.0,1.0,1.0,0.0,0.0,1.0,0.0,KO/TKO,Punch,2002-06-22,UFC 37.5: As Real As It Gets,Robbie Lawler,Steve Berger,KO/TKO,2,0:27,3 Rnd (5-5-5),John McCarthy,1.0,0.0,28 of 51,11 of 37,54%,29%,39 of 62,28 of 54,1 of 1,1 of 3,100%,33%,0.0,0.0,1.0,0.0,0.0,0.0,16 of 39,2 of 26,12 of 12,8 of 10,0 of 0,1 of 1,17 of 23,11 of 21,3 of 14,0 of 16,8 of 14,0 of 0
