BODY_1,BODY_2,CLINCH_1,CLINCH_2,DISTANCE_1,DISTANCE_2,Date,Event,Fighter_1,Fighter_2,GROUND_1,GROUND_2,HEAD_1,HEAD_2,KD_1,KD_2,LEG_1,LEG_2,METHOD,PASS_1,PASS_2,REFEREE,REV_1,REV_2,ROUND,SIG_STR_1,SIG_STR_2,SUB_ATT_1,SUB_ATT_2,TD_1,TD_2,TIME,TIME_FORMAT,TOTAL_STR_1,TOTAL_STR_2,pSIG_STR_1,pSIG_STR_2,pTD_1,pTD_2
0 of 0,3 of 4,0 of 0,2 of 3,0 of 1,2 of 2,1995-09-08,UFC 7: The Brawl in Buffalo,Mark Hall,Harold Howard,1 of 3,0 of 0,1 of 4,1 of 1,0,0,0 of 0,0 of 0,KO/TKO,0,0,John McCarthy,1,0,1,1 of 4,4 of 5,0,0,0 of 0,1 of 2,1:41,1 Rnd (20),13 of 23,5 of 8,25%,80%,0%,50%
0 of 0,0 of 0,0 of 0,0 of 1,0 of 0,0 of 1,1995-09-08,UFC 7: The Brawl in Buffalo,Paul Varelans,Gerry Harris,4 of 4,0 of 0,4 of 4,0 of 1,0,0,0 of 0,0 of 1,KO/TKO,3,0,John McCarthy,0,0,1,4 of 4,0 of 2,0,0,1 of 1,0 of 0,1:05,1 Rnd (20),35 of 38,0 of 2,100%,0%,100%,0%
1 of 1,0 of 0,1 of 1,1 of 1,0 of 4,1 of 2,1995-09-08,UFC 7: The Brawl in Buffalo,Scott Bessac,David Hood,0 of 0,0 of 0,0 of 4,0 of 0,0,0,0 of 0,2 of 3,Submission,0,0,Taimak Guarriello,0,0,1,1 of 5,2 of 3,2,0,0 of 0,0 of 0,0:31,1 Rnd (20),1 of 5,2 of 3,20%,66%,0%,0%
--,--,--,--,--,--,1995-09-08,UFC 7: The Brawl in Buffalo,Onassis Parungao,Francesco Maturi,--,--,--,--,--,--,--,--,KO/TKO,--,--,John McCarthy,--,--,1,--,--,--,--,--,--,5:26,1 Rnd (20),--,--,--,--,--,--
--,--,--,--,--,--,1995-09-08,UFC 7: The Brawl in Buffalo,Joel Sutton,Geza Kalman,--,--,--,--,--,--,--,--,TKO - Doctor's Stoppage,--,--,John McCarthy,--,--,1,--,--,--,--,--,--,0:48,1 Rnd (20),--,--,--,--,--,--
0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,1995-09-08,UFC 7: The Brawl in Buffalo,Remco Pardoel,Ryan Parker,0 of 0,0 of 0,0 of 0,0 of 0,0,0,0 of 0,0 of 0,Submission,2,0,John McCarthy,0,0,1,0 of 0,0 of 0,1,0,1 of 1,0 of 0,3:05,1 Rnd (20),16 of 16,20 of 21,0%,0%,100%,0%
0 of 1,0 of 0,0 of 0,0 of 0,6 of 33,14 of 52,1995-12-16,UFC - Ultimate Ultimate '95,Oleg Taktarov,Marco Ruas,0 of 0,0 of 1,2 of 19,3 of 31,0,0,4 of 13,11 of 22,Decision - Unanimous,0,0,John McCarthy,0,0,1,6 of 33,14 of 53,1,0,0 of 3,0 of 0,18:00,1 Rnd (18),10 of 37,29 of 68,18%,26%,0%,0%
16 of 17,0 of 0,5 of 5,2 of 3,0 of 0,0 of 2,1995-12-16,UFC - Ultimate Ultimate '95,Dan Severn,David Abbott,52 of 60,1 of 1,36 of 43,3 of 6,0,0,5 of 5,0 of 0,Decision - Unanimous,0,0,John McCarthy,0,0,1,57 of 65,3 of 6,0,0,1 of 2,0 of 0,18:00,1 Rnd (18),233 of 253,11 of 16,87%,50%,50%,0%
0 of 0,0 of 0,0 of 0,1 of 1,0 of 1,0 of 2,1995-12-16,UFC - Ultimate Ultimate '95,Oleg Taktarov,Dave Beneteau,0 of 0,1 of 2,0 of 1,1 of 4,0,0,0 of 0,1 of 1,Submission,0,0,John McCarthy,0,0,1,0 of 1,2 of 5,2,0,0 of 0,0 of 0,1:15,1 Rnd (15),0 of 1,2 of 5,0%,40%,0%,0%
5 of 5,1 of 3,0 of 0,0 of 0,7 of 60,8 of 29,1995-12-16,UFC - Ultimate Ultimate '95,Dan Severn,Oleg Taktarov,17 of 19,0 of 0,18 of 73,4 of 23,0,0,1 of 1,3 of 3,Decision - Unanimous,5,0,John McCarthy,0,0,2,24 of 79,8 of 29,0,1,0 of 0,0 of 1,3:00,1 Rnd + OT (27-3),198 of 277,26 of 47,30%,27%,0%,0%
0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,1995-12-16,UFC - Ultimate Ultimate '95,Dan Severn,Paul Varelans,0 of 0,0 of 0,0 of 0,0 of 0,0,0,0 of 0,1 of 1,Submission,1,0,John McCarthy,0,0,1,0 of 0,1 of 1,2,0,1 of 1,0 of 0,1:01,1 Rnd (15),0 of 0,1 of 1,0%,100%,100%,0%
0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,0 of 1,1995-12-16,UFC - Ultimate Ultimate '95,David Abbott,Steve Jennum,0 of 0,0 of 0,1 of 1,0 of 1,0,0,0 of 0,0 of 0,Submission,1,0,John McCarthy,0,0,1,1 of 1,0 of 1,1,0,1 of 1,0 of 0,1:14,1 Rnd (15),3 of 5,1 of 2,100%,0%,100%,0%
--,--,--,--,--,--,1995-12-16,UFC - Ultimate Ultimate '95,Mark Hall,Trent Jenkins,--,--,--,--,--,--,--,--,Submission,--,--,John McCarthy,--,--,1,--,--,--,--,--,--,5:29,1 Rnd (15),--,--,--,--,--,--
--,--,--,--,--,--,1995-12-16,UFC - Ultimate Ultimate '95,Joe Charles,Scott Bessac,--,--,--,--,--,--,--,--,Submission,--,--,John McCarthy,--,--,1,--,--,--,--,--,--,4:38,1 Rnd (15),--,--,--,--,--,--
0 of 0,0 of 0,0 of 0,0 of 0,2 of 3,1 of 4,1995-12-16,UFC - Ultimate Ultimate '95,Marco Ruas,Keith Hackney,5 of 7,0 of 0,5 of 8,0 of 2,0,0,2 of 2,1 of 2,Submission,1,0,John McCarthy,0,0,1,7 of 10,1 of 4,1,0,1 of 2,0 of 0,2:39,1 Rnd (15),11 of 15,1 of 4,70%,25%,50%,0%
--,--,--,--,--,--,1996-02-16,UFC 8: David vs Goliath,Sam Adkins,Keith Mielke,--,--,--,--,--,--,--,--,KO/TKO,--,--,John McCarthy,--,--,1,--,--,--,--,--,--,0:50,1 Rnd (10),--,--,--,--,--,--
0 of 0,0 of 0,0 of 0,0 of 0,2 of 3,1 of 2,1996-02-16,UFC 8: David vs Goliath,Don Frye,Thomas Ramirez,1 of 1,0 of 0,3 of 4,1 of 2,1,0,0 of 0,0 of 0,KO/TKO,0,0,John McCarthy,0,0,1,3 of 4,1 of 2,0,0,0 of 0,0 of 0,0:08,1 Rnd (10),3 of 4,1 of 2,75%,50%,0%,0%
0 of 1,2 of 2,3 of 10,3 of 11,6 of 28,9 of 17,1996-02-16,UFC 8: David vs Goliath,Paul Varelans,Joe Moreira,0 of 0,0 of 0,5 of 32,5 of 14,0,0,4 of 5,5 of 12,Decision - Unanimous,0,0,John McCarthy,0,0,1,9 of 38,12 of 28,0,0,0 of 0,0 of 3,10:00,1 Rnd (10),20 of 51,12 of 28,23%,42%,0%,0%
2 of 2,2 of 2,2 of 2,4 of 6,4 of 6,1 of 2,1996-02-16,UFC 8: David vs Goliath,Jerry Bohlander,Scott Ferrozzo,1 of 1,4 of 4,3 of 3,6 of 8,0,0,2 of 4,1 of 2,Submission,0,0,John McCarthy,0,0,1,7 of 9,9 of 12,1,1,0 of 0,2 of 4,9:03,1 Rnd (10),27 of 33,17 of 20,77%,75%,0%,50%
0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,1996-02-16,UFC 8: David vs Goliath,Gary Goodridge,Paul Herrera,8 of 8,0 of 0,8 of 8,0 of 0,0,0,0 of 0,0 of 0,KO/TKO,0,0,John McCarthy,0,0,1,8 of 8,0 of 0,0,0,1 of 1,0 of 1,0:13,1 Rnd (10),8 of 8,0 of 0,100%,0%,100%,0%
0 of 0,0 of 0,0 of 0,0 of 0,0 of 3,0 of 3,1996-02-16,UFC 8: David vs Goliath,Don Frye,Sam Adkins,5 of 6,0 of 0,5 of 9,0 of 3,0,0,0 of 0,0 of 0,TKO - Doctor's Stoppage,1,0,John McCarthy,0,0,1,5 of 9,0 of 3,0,0,1 of 1,0 of 0,0:48,1 Rnd (10),19 of 24,1 of 4,55%,0%,100%,0%
0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,0 of 0,1996-02-16,UFC 8: David vs Goliath,Gary Goodridge,Jerry Bohlander,3 of 5,1 of 8,3 of 6,1 of 8,0,0,0 of 0,0 of 0,KO/TKO,1,2,John McCarthy,1,1,1,3 of 6,1 of 8,1,0,1 of 1,0 of 1,5:31,1 Rnd (10),7 of 10,18 of 28,50%,12%,100%,0%
0 of 0,1 of 1,0 of 0,0 of 0,0 of 1,1 of 1,1996-02-16,UFC 8: David vs Goliath,Ken Shamrock,Kimo Leopoldo,0 of 0,3 of 4,0 of 1,3 of 4,0,0,0 of 0,0 of 0,Submission,2,1,John McCarthy,0,1,1,0 of 1,4 of 5,2,0,1 of 1,0 of 0,4:24,1 Rnd + 2OT (15-3-3),13 of 14,5 of 6,0%,80%,100%,0%
0 of 0,1 of 2,7 of 11,2 of 3,2 of 6,0 of 3,1996-02-16,UFC 8: David vs Goliath,Don Frye,Gary Goodridge,3 of 4,0 of 0,9 of 18,1 of 4,0,0,3 of 3,0 of 0,KO/TKO,1,0,John McCarthy,1,0,1,12 of 21,2 of 6,0,0,0 of 0,1 of 3,2:14,1 Rnd + 2OT (15-3-3),27 of 37,2 of 6,57%,33%,0%,33%
0 of 0,9 of 10,1 of 4,1 of 1,9 of 62,8 of 71,1996-05-17,UFC 9: Motor City Madness,Dan Severn,Ken Shamrock,6 of 9,9 of 9,13 of 70,9 of 71,0,0,3 of 5,0 of 0,Decision - Split,0,1,John McCarthy,1,0,3,16 of 75,18 of 81,0,0,0 of 2,0 of 1,3:00,1 Rnd + 2OT (24-3-3),32 of 94,59 of 122,21%,22%,0%,0%
19 of 20,0 of 0,11 of 16,0 of 3,1 of 5,2 of 2,1996-05-17,UFC 9: Motor City Madness,Don Frye,Amaury Bitetti,34 of 38,0 of 0,27 of 39,1 of 4,0,0,0 of 0,1 of 1,KO/TKO,2,0,John McCarthy,0,0,1,46 of 59,2 of 5,0,0,1 of 1,0 of 6,9:30,1 Rnd + OT (12-3),82 of 98,24 of 30,77%,40%,100%,0%
1 of 1,0 of 0,1 of 1,2 of 2,1 of 2,2 of 2,1996-05-17,UFC 9: Motor City Madness,Steve Nelmark,Tai Bowden,11 of 13,0 of 0,12 of 15,2 of 2,0,0,0 of 0,2 of 2,TKO - Doctor's Stoppage,4,0,Joe Hamilton,0,0,1,13 of 16,4 of 4,1,0,2 of 2,0 of 0,7:25,1 Rnd + OT (12-3),39 of 43,20 of 20,81%,100%,100%,0%
1 of 1,0 of 0,0 of 0,0 of 0,1 of 2,1 of 4,1996-05-17,UFC 9: Motor City Madness,Mark Schultz,Gary Goodridge,7 of 27,0 of 0,7 of 27,0 of 3,0,0,0 of 1,1 of 1,TKO - Doctor's Stoppage,5,0,John McCarthy,0,0,1,8 of 29,1 of 4,0,0,3 of 3,0 of 0,12:00,1 Rnd + OT (12-3),74 of 96,3 of 7,27%,25%,100%,0%
0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,1996-05-17,UFC 9: Motor City Madness,Rafael Carino,Matt Andersen,8 of 17,0 of 0,8 of 17,0 of 0,0,0,0 of 0,0 of 0,KO/TKO,3,0,John McCarthy,0,0,1,8 of 17,0 of 0,0,0,1 of 1,0 of 0,5:32,1 Rnd + OT (12-3),33 of 48,5 of 5,47%,0%,100%,0%
0 of 0,0 of 0,0 of 0,1 of 1,2 of 2,0 of 1,1996-05-17,UFC 9: Motor City Madness,Mark Hall,Koji Kitao,1 of 1,0 of 0,2 of 2,1 of 2,0,0,1 of 1,0 of 0,TKO - Doctor's Stoppage,0,1,John McCarthy,0,0,1,3 of 3,1 of 2,0,0,0 of 0,1 of 1,0:47,1 Rnd + OT (12-3),4 of 4,1 of 2,100%,50%,0%,100%
2 of 2,1 of 1,0 of 0,0 of 0,1 of 3,1 of 2,1996-05-17,UFC 9: Motor City Madness,Cal Worsham,Zane Frazier,8 of 8,0 of 0,6 of 6,0 of 1,0,0,1 of 3,0 of 0,KO/TKO,1,0,John McCarthy,0,0,1,9 of 11,1 of 2,0,0,1 of 1,0 of 0,3:14,1 Rnd + OT (12-3),29 of 33,1 of 2,81%,50%,100%,0%
7 of 8,0 of 0,18 of 22,3 of 4,0 of 11,0 of 1,1996-07-12,UFC 10: The Tournament,Geza Kalman,Dieusel Berto,3 of 3,0 of 0,9 of 23,3 of 5,0,0,5 of 5,0 of 0,KO/TKO,1,1,Joe Hamilton,1,0,1,21 of 36,3 of 5,1,0,0 of 2,0 of 1,5:57,1 Rnd + OT (12-3),48 of 64,9 of 11,58%,60%,0%,0%
--,--,--,--,--,--,1996-07-12,UFC 10: The Tournament,Sam Adkins,Felix Lee Mitchell,--,--,--,--,--,--,--,--,Decision - Unanimous,--,--,John McCarthy,--,--,2,--,--,--,--,--,--,3:00,1 Rnd + OT (12-3),--,--,--,--,--,--
19 of 20,1 of 1,0 of 0,1 of 1,0 of 0,1 of 1,1996-07-12,UFC 10: The Tournament,Don Frye,Mark Hall,27 of 28,0 of 0,8 of 8,1 of 1,0,0,0 of 0,0 of 0,KO/TKO,2,0,John McCarthy,0,0,1,27 of 28,2 of 2,0,0,1 of 1,0 of 0,10:21,1 Rnd + OT (12-3),182 of 191,22 of 26,96%,100%,100%,0%
0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,1996-07-12,UFC 10: The Tournament,Brian Johnston,Scott Fiedler,2 of 5,2 of 3,2 of 5,2 of 3,0,0,0 of 0,1 of 1,KO/TKO,2,1,John McCarthy,1,0,1,2 of 5,3 of 4,1,0,1 of 2,0 of 0,2:25,1 Rnd + OT (12-3),13 of 17,5 of 7,40%,75%,50%,0%
5 of 5,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,1996-07-12,UFC 10: The Tournament,Mark Coleman,Moti Horenstein,25 of 30,0 of 0,20 of 25,0 of 1,0,0,0 of 0,0 of 0,KO/TKO,1,0,John McCarthy,0,0,1,25 of 30,0 of 1,0,0,1 of 2,0 of 0,2:43,1 Rnd + OT (12-3),33 of 38,19 of 21,83%,0%,50%,0%
0 of 0,1 of 2,0 of 0,5 of 7,2 of 3,0 of 0,1996-07-12,UFC 10: The Tournament,Gary Goodridge,John Campetella,3 of 3,0 of 0,5 of 6,3 of 4,0,0,0 of 0,1 of 1,KO/TKO,1,0,John McCarthy,1,0,1,5 of 6,5 of 7,0,0,0 of 0,0 of 1,1:28,1 Rnd + OT (12-3),6 of 7,8 of 10,83%,71%,0%,0%
7 of 7,4 of 6,5 of 7,11 of 16,1 of 4,0 of 6,1996-07-12,UFC 10: The Tournament,Don Frye,Brian Johnston,5 of 5,0 of 0,4 of 9,5 of 13,0,0,0 of 0,2 of 3,KO/TKO,2,1,John McCarthy,0,0,1,11 of 16,11 of 22,0,0,1 of 1,0 of 0,4:37,1 Rnd + OT (12-3),42 of 48,28 of 39,68%,50%,100%,0%
0 of 0,1 of 2,19 of 26,3 of 4,2 of 3,0 of 3,1996-07-12,UFC 10: The Tournament,Mark Coleman,Gary Goodridge,12 of 19,0 of 0,33 of 48,1 of 4,0,0,0 of 0,1 of 1,Submission,2,0,John McCarthy,0,0,1,33 of 48,3 of 7,0,0,2 of 2,0 of 0,7:00,1 Rnd + OT (12-3),51 of 70,8 of 13,68%,42%,100%,0%
4 of 4,0 of 0,4 of 5,0 of 0,2 of 4,1 of 6,1996-07-12,UFC 10: The Tournament,Mark Coleman,Don Frye,28 of 51,0 of 0,30 of 56,1 of 6,0,0,0 of 0,0 of 0,KO/TKO,6,0,John McCarthy,0,1,1,34 of 60,1 of 6,2,0,3 of 5,0 of 2,11:34,1 Rnd + 2OT (15-3-3),71 of 105,17 of 22,56%,16%,60%,0%
34 of 37,1 of 1,43 of 51,6 of 11,17 of 43,15 of 39,1996-09-20,UFC 11: The Proving Ground,Scott Ferrozzo,David Abbott,0 of 0,0 of 0,17 of 48,20 of 49,0,0,9 of 9,0 of 0,Decision - Unanimous,0,0,John McCarthy,0,0,2,60 of 94,21 of 50,0,0,0 of 1,0 of 1,3:00,1 Rnd + OT (15-3),180 of 216,27 of 56,63%,42%,0%,0%
0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,3 of 5,1996-09-20,UFC 11: The Proving Ground,Mark Coleman,Brian Johnston,9 of 10,0 of 0,9 of 10,0 of 2,0,0,0 of 0,3 of 3,KO/TKO,1,0,John McCarthy,0,0,1,9 of 10,3 of 5,0,0,1 of 1,0 of 0,2:20,1 Rnd + OT (15-3),21 of 22,3 of 6,90%,60%,100%,0%
5 of 5,1 of 1,5 of 5,1 of 1,1 of 2,1 of 2,1996-09-20,UFC 11: The Proving Ground,Jerry Bohlander,Fabio Gurgel,12 of 14,0 of 0,9 of 11,1 of 2,0,0,4 of 5,0 of 0,Decision - Unanimous,0,1,John McCarthy,1,0,1,18 of 21,2 of 3,0,1,1 of 1,1 of 3,15:00,1 Rnd (15),179 of 189,15 of 16,85%,66%,100%,33%
--,--,--,--,--,--,1996-09-20,UFC 11: The Proving Ground,Roberto Traven,Dave Berry,--,--,--,--,--,--,--,--,KO/TKO,--,--,Joe Hamilton,--,--,1,--,--,--,--,--,--,1:33,1 Rnd (15),--,--,--,--,--,--
1 of 1,0 of 0,1 of 2,0 of 0,0 of 0,0 of 0,1996-09-20,UFC 11: The Proving Ground,Brian Johnston,Reza Nasri,5 of 6,0 of 0,5 of 7,0 of 0,0,0,0 of 0,0 of 0,KO/TKO,2,0,John McCarthy,0,0,1,6 of 8,0 of 0,0,0,1 of 1,0 of 1,0:28,1 Rnd (15),8 of 10,0 of 0,75%,0%,100%,0%
0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,0 of 0,1996-09-20,UFC 11: The Proving Ground,Mark Coleman,Julian Sanchez,6 of 6,0 of 0,7 of 7,0 of 0,0,0,0 of 0,0 of 0,Submission,0,0,John McCarthy,0,0,1,7 of 7,0 of 0,2,0,1 of 1,0 of 0,0:45,1 Rnd (15),8 of 8,0 of 0,100%,0%,100%,0%
--,--,--,--,--,--,1996-09-20,UFC 11: The Proving Ground,Scott Ferrozzo,Sam Fulton,--,--,--,--,--,--,--,--,Submission,--,--,John McCarthy,--,--,1,--,--,--,--,--,--,1:45,1 Rnd (15),--,--,--,--,--,--
3 of 3,0 of 0,0 of 0,0 of 0,0 of 0,0 of 2,1996-09-20,UFC 11: The Proving Ground,David Abbott,Sam Adkins,8 of 9,0 of 0,5 of 6,0 of 2,0,0,0 of 0,0 of 0,Submission,1,0,John McCarthy,0,0,1,8 of 9,0 of 2,1,0,1 of 1,0 of 0,2:06,1 Rnd (15),16 of 17,3 of 5,88%,0%,100%,0%
0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,1996-12-07,UFC - Ultimate Ultimate '96,Don Frye,Mark Hall,0 of 0,0 of 0,0 of 0,0 of 1,0,0,0 of 0,0 of 0,Submission,0,0,John McCarthy,0,0,1,0 of 0,0 of 1,1,0,0 of 0,0 of 0,0:20,1 Rnd + OT (12-3),0 of 0,0 of 1,0%,0%,0%,0%
0 of 0,0 of 1,0 of 1,4 of 9,5 of 16,9 of 19,1996-12-07,UFC - Ultimate Ultimate '96,Don Frye,David Abbott,1 of 1,0 of 0,6 of 18,13 of 27,0,0,0 of 0,0 of 0,Submission,1,0,John McCarthy,0,0,1,6 of 18,13 of 28,2,0,0 of 0,0 of 0,1:22,1 Rnd + 2OT (15-3-3),6 of 18,16 of 32,33%,46%,0%,0%
0 of 0,1 of 1,8 of 16,1 of 1,1 of 1,1 of 1,1996-12-07,UFC - Ultimate Ultimate '96,David Abbott,Steve Nelmark,0 of 0,0 of 0,9 of 17,1 of 1,1,0,0 of 0,0 of 0,KO/TKO,1,0,John McCarthy,0,0,1,9 of 17,2 of 2,0,0,1 of 1,0 of 0,1:03,1 Rnd + OT (12-3),13 of 21,2 of 2,52%,100%,100%,0%
1 of 1,0 of 0,0 of 0,0 of 0,0 of 1,1 of 3,1996-12-07,UFC - Ultimate Ultimate '96,Ken Shamrock,Brian Johnston,22 of 38,0 of 0,21 of 38,0 of 2,0,0,0 of 0,1 of 1,Submission,0,0,John McCarthy,0,0,1,22 of 39,1 of 3,1,0,1 of 1,0 of 0,5:48,1 Rnd + OT (12-3),70 of 91,12 of 15,56%,33%,100%,0%
--,--,--,--,--,--,1996-12-07,UFC - Ultimate Ultimate '96,Tai Bowden,Jack Nilson,--,--,--,--,--,--,--,--,KO/TKO,--,--,John McCarthy,--,--,1,--,--,--,--,--,--,4:46,1 Rnd + OT (12-3),--,--,--,--,--,--
0 of 0,1 of 1,0 of 0,2 of 2,1 of 5,1 of 3,1996-12-07,UFC - Ultimate Ultimate '96,David Abbott,Cal Worsham,3 of 4,2 of 2,4 of 9,4 of 6,0,0,0 of 0,0 of 0,KO/TKO,1,0,John McCarthy,0,0,1,4 of 9,5 of 7,1,0,0 of 1,0 of 0,2:51,1 Rnd + OT (12-3),9 of 17,16 of 22,44%,71%,0%,0%
6 of 8,3 of 3,14 of 21,9 of 16,2 of 9,2 of 5,1996-12-07,UFC - Ultimate Ultimate '96,Don Frye,Gary Goodridge,0 of 0,3 of 5,10 of 22,11 of 23,0,0,0 of 0,0 of 0,Submission,0,1,John McCarthy,0,0,1,16 of 30,14 of 26,0,0,0 of 0,1 of 1,11:19,1 Rnd + OT (12-3),32 of 49,45 of 60,53%,53%,0%,100%
--,--,--,--,--,--,1996-12-07,UFC - Ultimate Ultimate '96,Steve Nelmark,Marcus Bossett,--,--,--,--,--,--,--,--,Submission,--,--,John McCarthy,--,--,1,--,--,--,--,--,--,1:37,1 Rnd + OT (12-3),--,--,--,--,--,--
--,--,--,--,--,--,1996-12-07,UFC - Ultimate Ultimate '96,Mark Hall,Felix Lee Mitchell,--,--,--,--,--,--,--,--,KO/TKO,--,--,John McCarthy,--,--,1,--,--,--,--,--,--,1:45,1 Rnd + OT (12-3),--,--,--,--,--,--
0 of 0,2 of 2,0 of 1,9 of 12,0 of 0,0 of 0,1996-12-07,UFC - Ultimate Ultimate '96,Kimo Leopoldo,Paul Varelans,9 of 10,12 of 16,9 of 10,19 of 26,0,0,0 of 1,0 of 0,KO/TKO,0,1,John McCarthy,1,0,1,9 of 11,21 of 28,0,0,0 of 3,0 of 0,9:08,1 Rnd + OT (12-3),25 of 33,101 of 129,81%,75%,0%,0%
0 of 0,0 of 0,0 of 0,0 of 0,2 of 8,2 of 4,1997-02-07,UFC 12: Judgement Day,Mark Coleman,Dan Severn,2 of 4,0 of 0,4 of 12,2 of 4,0,0,0 of 0,0 of 0,Submission,1,0,John McCarthy,0,0,1,4 of 12,2 of 4,2,0,0 of 0,0 of 3,2:57,1 Rnd + 2OT (15-3-3),12 of 21,16 of 18,33%,50%,0%,0%
0 of 0,0 of 0,0 of 0,0 of 0,2 of 3,0 of 2,1997-02-07,UFC 12: Judgement Day,Vitor Belfort,Scott Ferrozzo,7 of 9,0 of 0,9 of 12,0 of 2,1,0,0 of 0,0 of 0,KO/TKO,0,0,John McCarthy,0,0,1,9 of 12,0 of 2,0,0,0 of 0,0 of 0,0:43,1 Rnd + 2OT (15-3-3),9 of 12,0 of 2,75%,0%,0%,0%
0 of 0,0 of 0,2 of 2,0 of 0,0 of 2,0 of 0,1997-02-07,UFC 12: Judgement Day,Jerry Bohlander,Nick Sanzo,0 of 0,0 of 0,2 of 3,0 of 0,0,0,0 of 1,0 of 0,Submission,0,0,John McCarthy,0,0,1,2 of 4,0 of 0,1,0,1 of 1,0 of 1,0:39,1 Rnd + 2OT (15-3-3),3 of 5,0 of 0,50%,0%,100%,0%
0 of 0,1 of 1,5 of 15,1 of 6,2 of 4,0 of 1,1997-02-07,UFC 12: Judgement Day,Vitor Belfort,Tra Telligman,10 of 10,0 of 0,17 of 29,0 of 6,1,0,0 of 0,0 of 0,KO/TKO,1,0,John McCarthy,0,0,1,17 of 29,1 of 7,0,0,0 of 0,0 of 0,1:17,1 Rnd + OT (12-3),23 of 35,1 of 7,58%,14%,0%,0%
0 of 0,0 of 0,3 of 6,0 of 0,9 of 27,1 of 17,1997-02-07,UFC 12: Judgement Day,Yoshiki Takahashi,Wallid Ismail,8 of 10,0 of 0,20 of 43,1 of 17,0,0,0 of 0,0 of 0,Decision - Unanimous,0,0,John McCarthy,0,0,2,20 of 43,1 of 17,0,0,1 of 1,1 of 10,3:00,1 Rnd + OT (12-3),72 of 99,19 of 38,46%,5%,100%,10%
0 of 0,0 of 0,0 of 0,0 of 0,0 of 3,0 of 0,1997-02-07,UFC 12: Judgement Day,Jerry Bohlander,Rainy Martinez,0 of 0,0 of 0,0 of 0,0 of 0,0,0,0 of 3,0 of 0,Submission,4,0,John McCarthy,0,0,1,0 of 3,0 of 0,1,0,1 of 1,0 of 0,1:24,1 Rnd + OT (12-3),4 of 7,0 of 0,0%,0%,100%,0%
--,--,--,--,--,--,1997-02-07,UFC 12: Judgement Day,Justin Martin,Eric Martin,--,--,--,--,--,--,--,--,Submission,--,--,John McCarthy,--,--,1,--,--,--,--,--,--,0:14,1 Rnd + OT (12-3),--,--,--,--,--,--
--,--,--,--,--,--,1997-02-07,UFC 12: Judgement Day,Nick Sanzo,Jackie Lee,--,--,--,--,--,--,--,--,KO/TKO,--,--,John McCarthy,--,--,1,--,--,--,--,--,--,0:48,1 Rnd + OT (12-3),--,--,--,--,--,--
6 of 6,0 of 0,11 of 17,2 of 2,2 of 3,1 of 3,1997-02-07,UFC 12: Judgement Day,Scott Ferrozzo,Jim Mullen,17 of 22,0 of 0,23 of 35,3 of 5,0,0,1 of 1,0 of 0,KO/TKO,1,0,John McCarthy,0,0,1,30 of 42,3 of 5,1,0,2 of 2,0 of 0,8:02,1 Rnd + OT (12-3),63 of 78,4 of 7,71%,60%,100%,0%
2 of 2,2 of 2,7 of 11,2 of 3,1 of 1,0 of 2,1997-05-30,UFC 13: The Ultimate Force,Vitor Belfort,David Abbott,7 of 12,0 of 0,13 of 22,0 of 3,0,0,0 of 0,0 of 0,KO/TKO,0,0,John McCarthy,0,0,1,15 of 24,2 of 5,0,0,1 of 1,0 of 1,0:52,1 Rnd + 2OT (15-3-3),16 of 25,2 of 5,62%,40%,100%,0%
1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,1997-05-30,UFC 13: The Ultimate Force,Randy Couture,Steven Graham,16 of 19,0 of 0,15 of 18,0 of 0,0,0,0 of 0,0 of 0,KO/TKO,4,0,John McCarthy,0,0,1,16 of 19,0 of 0,0,0,1 of 1,0 of 0,3:13,1 Rnd + OT (12-3),25 of 28,1 of 1,84%,0%,100%,0%
0 of 0,0 of 0,0 of 0,0 of 0,0 of 5,1 of 15,1997-05-30,UFC 13: The Ultimate Force,Guy Mezger,Tito Ortiz,0 of 0,4 of 4,0 of 5,5 of 19,0,0,0 of 0,0 of 0,Submission,0,0,John McCarthy,0,0,1,0 of 5,5 of 19,1,0,0 of 1,1 of 1,2:00,1 Rnd + OT (12-3),0 of 5,19 of 33,0%,26%,0%,100%
0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,1997-05-30,UFC 13: The Ultimate Force,Enson Inoue,Royce Alger,0 of 0,3 of 6,0 of 0,3 of 6,0,0,0 of 0,0 of 0,Submission,0,1,John McCarthy,0,0,1,0 of 0,3 of 6,1,0,0 of 0,0 of 1,1:36,1 Rnd + OT (12-3),3 of 3,5 of 8,0%,50%,0%,0%
