Date,Event,Weight class,Fighter1,Result,Fighter2,Method,Round,Time,Note,Time (secs)
1999-05-07,UFC 20: Battle for the Gold,Lightweight,LaVerne Clark,def.,Fabiano Iha,TKO (doctor stoppage),1.0,1:33,-,93
1999-05-07,UFC 20: Battle for the Gold,Middleweight,Wanderlei Silva,def.,Tony Petarra,KO (knee),1.0,2:53,-,173
1999-05-07,UFC 20: Battle for the Gold,Lightweight,Marcelo Mello,def.,Dave Roberts,TKO (punches),1.0,1:23,-,83
1999-05-07,UFC 20: Battle for the Gold,Heavyweight,Pete Williams,def.,Travis Fulton,Submission (armlock),1.0,6:28,-,388
1999-07-16,UFC 21: Return of the Champions,Heavyweight,Travis Fulton,def.,David Dodd,Decision (unanimous),2.0,5:00,-,300
1999-07-16,UFC 21: Return of the Champions,Heavyweight,Andre Roberts,def.,Ron Waterman,KO (punch),1.0,2:51,-,171
1999-07-16,UFC 21: Return of the Champions,Middleweight,Eugene Jackson,def.,Royce Alger,KO (punch),2.0,1:19,-,79
1999-07-16,UFC 21: Return of the Champions,Middleweight,Paul Jones,def.,Flavio Luiz Moura,Submission (rear-naked choke),1.0,4:20,-,260
1999-07-16,UFC 21: Return of the Champions,Middleweight,Jeremy Horn,def.,Daiju Takase,TKO (punches),1.0,4:41,-,281
1999-07-16,UFC 21: Return of the Champions,Lightweight,Pat Miletich (c),def.,Andre Pederneiras,TKO (doctor stoppage),2.0,2:20,[a],140
1999-07-16,UFC 21: Return of the Champions,Heavyweight,Maurice Smith,def.,Marco Ruas,TKO (corner stoppage),1.0,5:00,-,300
1999-07-16,UFC 21: Return of the Champions,Heavyweight,Tsuyoshi Kosaka,def.,Tim Lajcik,TKO (corner stoppage),2.0,5:00,-,300
1999-09-24,UFC 22: Only One Can be Champion,Lightweight,John Lewis,def.,Lowell Anderson,TKO (corner stoppage),3.0,0:13,-,13
1999-09-24,UFC 22: Only One Can be Champion,Middleweight,Chuck Liddell,def.,Paul Jones,TKO (cut),1.0,3:53,-,233
1999-09-24,UFC 22: Only One Can be Champion,Heavyweight,Jeremy Horn,def.,Jason Godsey,Submission (armlock),1.0,2:08,-,128
1999-09-24,UFC 22: Only One Can be Champion,Lightweight,Matt Hughes,def.,Valeri Ignatov,Decision (unanimous),3.0,5:00,[d],300
1999-09-24,UFC 22: Only One Can be Champion,Heavyweight,Brad Kohler,def.,Steve Judson,KO (punch),1.0,0:30,-,30
1999-09-24,UFC 22: Only One Can be Champion,Lightweight,Jens Pulver,vs.,Alfonso Alcarez,Draw,3.0,5:00,[b],300
1999-09-24,UFC 22: Only One Can be Champion,Heavyweight,Tim Lajcik,vs.,Ron Waterman,Draw,3.0,5:00,[c],300
1999-09-24,UFC 22: Only One Can be Champion,Middleweight,Frank Shamrock (c),def.,Tito Ortiz,Submission (punches),4.0,4:42,[a],282
1999-11-19,UFC 23: Ultimate Japan 2,Middleweight,Kenichi Yamamoto,def.,Daiju Takase,Unanimous decision,3.0,5:00,-,300
1999-11-19,UFC 23: Ultimate Japan 2,Middleweight,Katsuhisa Fujii,def.,Masutatsu Yano,TKO (referee stoppage due to strikes),2.0,3:14,-,194
1999-11-19,UFC 23: Ultimate Japan 2,Middleweight,Kenichi Yamamoto,def.,Katsuhisa Fujii,Submission (kneebar),2.0,4:15,-,255
1999-11-19,UFC 23: Ultimate Japan 2,Middleweight,Eugene Jackson,def.,Keiichiro Yamamiya,KO (punch),3.0,3:12,-,192
1999-11-19,UFC 23: Ultimate Japan 2,Middleweight,Joe Slick,def.,Jason DeLucia,TKO (verbal submission due to knee injury),1.0,1:28,-,88
1999-11-19,UFC 23: Ultimate Japan 2,Heavyweight,Pedro Rizzo,def.,Tsuyoshi Kosaka,TKO (referee stoppage due to strikes),3.0,1:17,-,77
1999-11-19,UFC 23: Ultimate Japan 2,Heavyweight,Kevin Randleman,def.,Pete Williams,Unanimous decision,5.0,5:00,[a],300
2000-03-10,UFC 24: First Defense,Heavyweight,Tedd Williams,def.,Steve Judson,TKO (punches),1.0,3:23,-,203
2000-03-10,UFC 24: First Defense,Middleweight,Lance Gibson,def.,Jermaine Andre,KO (knee),3.0,3:35,-,215
2000-03-10,UFC 24: First Defense,Lightweight,Dave Menne,def.,Fabiano Iha,Decision (unanimous),3.0,5:00,-,300
2000-03-10,UFC 24: First Defense,Heavyweight,Scott Adams,def.,Ian Freeman,Submission (achilles lock),1.0,3:09,-,189
2000-03-10,UFC 24: First Defense,Lightweight,Jens Pulver,def.,David Velasquez,TKO (punches),2.0,2:41,-,161
2000-03-10,UFC 24: First Defense,Lightweight,Bob Cook,def.,Tiki Ghosn,Submission (rear-naked choke),2.0,1:29,-,89
2000-03-10,UFC 24: First Defense,Lightweight,Shonie Carter,def.,Brad Gumm,Decision (unanimous),2.0,5:00,-,300
2000-04-14,UFC 25: Ultimate Japan 3,Middleweight,Tito Ortiz,def.,Wanderlei Silva,Decision (unanimous),5.0,5:00,[a],300
2000-04-14,UFC 25: Ultimate Japan 3,Heavyweight,Ron Waterman,def.,Satoshi Honma,Decision (unanimous),3.0,5:00,-,300
2000-04-14,UFC 25: Ultimate Japan 3,Middleweight,Ikuhisa Minowa,def.,Joe Slick,TKO (referee stoppage due to cut),3.0,2:02,-,122
2000-04-14,UFC 25: Ultimate Japan 3,Middleweight,Sanae Kikuta,def.,Eugene Jackson,Submission (armbar),1.0,4:38,-,278
2000-04-14,UFC 25: Ultimate Japan 3,Middleweight,Murilo Bustamante,def.,Yoji Anjo,Submission (arm-triangle choke),2.0,0:31,-,31
2000-04-14,UFC 25: Ultimate Japan 3,Lightweight,LaVerne Clark,def.,Koji Oishi,Decision (majority),3.0,5:00,-,300
2000-06-09,UFC 26: Ultimate Field of Dreams,Heavyweight,Kevin Randleman (c),def.,Pedro Rizzo,Decision (unanimous),5.0,5:00,[a],300
2000-06-09,UFC 26: Ultimate Field of Dreams,Middleweight,Tyrone Roberts,def.,David Dodd,Decision (unanimous),3.0,5:00,-,300
2000-06-09,UFC 26: Ultimate Field of Dreams,Lightweight,Pat Miletich (c),def.,John Alessio,Submission (armbar),2.0,1:43,[b],103
2000-06-09,UFC 26: Ultimate Field of Dreams,Middleweight,Amaury Bitetti,def.,Alex Andrade,Disqualification (kicking with shoes),2.0,0:43,[c],43
2000-06-09,UFC 26: Ultimate Field of Dreams,Bantamweight,Jens Pulver,def.,Joao Roque,Decision (unanimous),3.0,5:00,-,300
2000-06-09,UFC 26: Ultimate Field of Dreams,Lightweight,Shonie Carter,def.,Adrian Serrano,Decision (unanimous),2.0,5:00,-,300
2000-06-09,UFC 26: Ultimate Field of Dreams,Lightweight,Matt Hughes,def.,Marcelo Aguiar,TKO (doctor stoppage),1.0,4:34,-,274
2000-06-09,UFC 26: Ultimate Field of Dreams,Heavyweight,Ian Freeman,def.,Nate Schroeder,Submission (punches),2.0,2:13,-,133
2000-09-22,UFC 27: Ultimate Bad Boyz,Heavyweight,Jeff Monson,def.,Tim Lajcik,Unanimous decision,2.0,5:00,-,300
2000-09-22,UFC 27: Ultimate Bad Boyz,Heavyweight,Ian Freeman,def.,Tedd Williams,Unanimous decision,3.0,5:00,-,300
2000-09-22,UFC 27: Ultimate Bad Boyz,Middleweight,Yuki Kondo,def.,Alexandre Dantas,TKO (strikes),3.0,2:28,-,148
2000-09-22,UFC 27: Ultimate Bad Boyz,Lightweight,Fabiano Iha,def.,LaVerne Clark,Submission (armbar),1.0,1:10,-,70
2000-09-22,UFC 27: Ultimate Bad Boyz,Middleweight,Jeremy Horn,def.,Eugene Jackson,Submission (armbar),1.0,4:32,-,272
2000-09-22,UFC 27: Ultimate Bad Boyz,Heavyweight,Maurice Smith,def.,Bobby Hoffman,Split decision,3.0,5:00,-,300
2000-09-22,UFC 27: Ultimate Bad Boyz,Heavyweight,Pedro Rizzo,def.,Dan Severn,Submission (punches),1.0,1:33,-,93
2000-09-22,UFC 27: Ultimate Bad Boyz,Lightweight,Brad Gumm,vs.,CJ Fernandes,Draw,2.0,5:00,-,300
2000-11-17,UFC 28: High Stakes,Heavyweight,Randy Couture,def.,Kevin Randleman (c),TKO (punches),3.0,4:13,[a],253
2000-11-17,UFC 28: High Stakes,Heavyweight,Renato Sobral,def.,Maurice Smith,Decision (majority),3.0,5:00,-,300
2000-11-17,UFC 28: High Stakes,Middleweight,Mark Hughes,def.,Alex Stiebling,Decision (unanimous),2.0,5:00,[b],300
2000-11-17,UFC 28: High Stakes,Heavyweight,Andrei Arlovski,def.,Aaron Brink,Submission (armbar),1.0,0:55,-,55
2000-11-17,UFC 28: High Stakes,Lightweight,Jens Pulver,def.,John Lewis,KO (punch),1.0,0:15,-,15
2000-11-17,UFC 28: High Stakes,Super Heavyweight,Josh Barnett,def.,Gan McGee,TKO (punches),2.0,4:34,-,274
2000-11-17,UFC 28: High Stakes,Lightweight,Ben Earwood,def.,Chris Lytle,Decision (unanimous),2.0,5:00,[c],300
2000-12-16,UFC 29: Defense of the Belts,Middleweight,Tito Ortiz (c),def.,Yuki Kondo,Submission (cobra choke),1.0,1:51,[a],111
2000-12-16,UFC 29: Defense of the Belts,Lightweight,Pat Miletich (c),def.,Kenichi Yamamoto,Submission (guillotine choke),2.0,1:57,[b],117
2000-12-16,UFC 29: Defense of the Belts,Middleweight,Matt Lindland,def.,Yoji Anjo,TKO (strikes),1.0,2:57,-,177
2000-12-16,UFC 29: Defense of the Belts,Middleweight,Evan Tanner,def.,Lance Gibson,TKO (strikes),1.0,4:58,-,298
2000-12-16,UFC 29: Defense of the Belts,Lightweight,Fabiano Iha,def.,Daiju Takase,TKO (strikes),1.0,2:25,-,145
2000-12-16,UFC 29: Defense of the Belts,Lightweight,Dennis Hallman,def.,Matt Hughes,Submission (armbar),1.0,0:20,-,20
2000-12-16,UFC 29: Defense of the Belts,Middleweight,Chuck Liddell,def.,Jeff Monson,Decision (unanimous),3.0,5:00,-,300
2001-02-23,UFC 30: Battle on the Boardwalk,Middleweight,Phil Baroni,def.,Curtis Stout,Decision (unanimous),2.0,5:00,-,300
2001-02-23,UFC 30: Battle on the Boardwalk,Heavyweight,Bobby Hoffman,vs.,Mark Robinson,No Contest (overturned),1.0,3:27,[c],207
2001-02-23,UFC 30: Battle on the Boardwalk,Heavyweight,Pedro Rizzo,def.,Josh Barnett,KO (punches),2.0,4:21,-,261
2001-02-23,UFC 30: Battle on the Boardwalk,Middleweight,Elvis Sinosic,def.,Jeremy Horn,Submission (triangle armbar),1.0,2:59,-,179
2001-02-23,UFC 30: Battle on the Boardwalk,Lightweight,Fabiano Iha,def.,Phil Johns,Submission (armbar),1.0,2:05,-,125
2001-02-23,UFC 30: Battle on the Boardwalk,Bantamweight,Jens Pulver,def.,Caol Uno,Decision (unanimous),5.0,5:00,[b],300
2001-02-23,UFC 30: Battle on the Boardwalk,Middleweight,Tito Ortiz (c),def.,Evan Tanner,KO (slam),1.0,0:30,[a],30
2001-02-23,UFC 30: Battle on the Boardwalk,Lightweight,Sean Sherk,def.,Tiki Ghosn,Verbal Submission (dislocated shoulder),2.0,4:47,-,287
2001-05-04,UFC 31: Locked and Loaded,Heavyweight,Randy Couture (c),def.,Pedro Rizzo,Decision (unanimous),5.0,5:00,[a],300
2001-05-04,UFC 31: Locked and Loaded,Welterweight,Carlos Newton,def.,Pat Miletich (c),Submission (bulldog choke),3.0,2:50,[b],170
2001-05-04,UFC 31: Locked and Loaded,Light Heavyweight,Chuck Liddell,def.,Kevin Randleman,KO (punches),1.0,1:18,-,78
2001-05-04,UFC 31: Locked and Loaded,Light Heavyweight,Matt Lindland,def.,Ricardo Almeida,DQ (repeated fouls),3.0,4:21,-,261
2001-05-04,UFC 31: Locked and Loaded,Heavyweight,Semmy Schilt,def.,Pete Williams,TKO (body kick and punches),2.0,1:26,-,86
2001-05-04,UFC 31: Locked and Loaded,Lightweight,B.J. Penn,def.,Joey Gilbert,TKO (punches),1.0,4:58,-,298
2001-05-04,UFC 31: Locked and Loaded,Welterweight,Shonie Carter,def.,Matt Serra,KO (spinning back fist),3.0,4:51,-,291
2001-05-04,UFC 31: Locked and Loaded,Welterweight,Tony DeSouza,def.,Steve Berger,Decision (unanimous),3.0,5:00,-,300
2001-06-29,UFC 32: Showdown in the Meadowlands,Lightweight,Tony DeSouza,def.,Paul Rodriguez,Submission (guillotine choke),1.0,1:05,-,65
2001-06-29,UFC 32: Showdown in the Meadowlands,Heavyweight,Ricco Rodriguez,def.,Andrei Arlovski,TKO (strikes),3.0,1:23,-,83
2001-06-29,UFC 32: Showdown in the Meadowlands,Lightweight,B.J. Penn,def.,Din Thomas,TKO (knee),1.0,2:42,-,162
2001-06-29,UFC 32: Showdown in the Meadowlands,Lightweight,Caol Uno,def.,Fabiano Iha,KO (punches),1.0,1:48,-,108
2001-06-29,UFC 32: Showdown in the Meadowlands,Light Heavyweight,Vladimir Matyushenko,def.,Yuki Kondo,Unanimous decision,3.0,5:00,-,300
2001-06-29,UFC 32: Showdown in the Meadowlands,Heavyweight,Josh Barnett,def.,Semmy Schilt,Submission (armbar),1.0,4:21,-,261
2001-06-29,UFC 32: Showdown in the Meadowlands,Welterweight,Pat Miletich,def.,Shonie Carter,KO (head kick),2.0,2:42,-,162
2001-06-29,UFC 32: Showdown in the Meadowlands,Light Heavyweight,Tito Ortiz (c),def.,Elvis Sinosic,TKO (punches and elbows),1.0,3:32,[a],212
2001-09-28,UFC 33: Victory in Vegas,Light Heavyweight,Tito Ortiz (c),def.,Vladimir Matyushenko,"Decision (unanimous) (50–43, 50–44, 50–44)",5.0,5:00,[a],300
2001-09-28,UFC 33: Victory in Vegas,Lightweight,Jens Pulver (c),def.,Dennis Hallman,"Decision (unanimous) (49–47, 48–47, 48–47)",5.0,5:00,[b],300
2001-09-28,UFC 33: Victory in Vegas,Middleweight,Dave Menne,def.,Gil Castillo,"Decision (unanimous) (49–43, 49–44, 49–45)",5.0,5:00,[c],300
2001-09-28,UFC 33: Victory in Vegas,Lightweight,Din Thomas,def.,Fabiano Iha,"Decision (unanimous) (29–28, 29–27, 29–28)",3.0,5:00,-,300
2001-09-28,UFC 33: Victory in Vegas,Welterweight,Matt Serra,def.,Yves Edwards,"Decision (majority) (30–26, 30–27, 29–29)",3.0,5:00,-,300
2001-09-28,UFC 33: Victory in Vegas,Welterweight,Jutaro Nakao,def.,Tony DeSouza,KO (punch),2.0,0:15,-,15
2001-09-28,UFC 33: Victory in Vegas,Middleweight,Ricardo Almeida,def.,Eugene Jackson,Submission (triangle choke),1.0,4:06,-,246
2001-09-28,UFC 33: Victory in Vegas,Light Heavyweight,Chuck Liddell,def.,Murilo Bustamante,"Decision (unanimous) (29–28, 29–27, 29–27)",3.0,5:00,-,300
2001-11-02,UFC 34: High Voltage,Heavyweight,Frank Mir,def.,Roberto Traven,Submission (armbar),1.0,1:05,-,65
2001-11-02,UFC 34: High Voltage,Middleweight,Evan Tanner,def.,Homer Moore,Submission (armbar),2.0,0:55,-,55
2001-11-02,UFC 34: High Voltage,Heavyweight,Josh Barnett,def.,Bobby Hoffman,Submission (punches),2.0,4:25,-,265
2001-11-02,UFC 34: High Voltage,Lightweight,B.J. Penn,def.,Caol Uno,KO (punches),1.0,0:11,-,11
2001-11-02,UFC 34: High Voltage,Heavyweight,Ricco Rodriguez,def.,Pete Williams,TKO (punches),2.0,4:02,-,242
2001-11-02,UFC 34: High Voltage,Welterweight,Matt Hughes,def.,Carlos Newton (c),KO (slam),2.0,1:23,[b],83
2001-11-02,UFC 34: High Voltage,Heavyweight,Randy Couture (c),def.,Pedro Rizzo,TKO (punches),3.0,3:22,[a],202
2001-11-02,UFC 34: High Voltage,Middleweight,Matt Lindland,def.,Phil Baroni,"Decision (majority) (29–28, 29–27, 28–28)",3.0,5:00,-,300
2002-01-11,UFC 35: Throwdown,Lightweight,Jens Pulver (c),def.,B.J. Penn,"Decision (majority) (48–45, 47–47, 48–47)",5.0,5:00,[a],300
2002-01-11,UFC 35: Throwdown,Heavyweight,Ricco Rodriguez,def.,Jeff Monson,TKO (punches),3.0,3:00,-,180
2002-01-11,UFC 35: Throwdown,Middleweight,Murilo Bustamante,def.,Dave Menne (c),TKO (punches),2.0,0:44,[b],44
2002-01-11,UFC 35: Throwdown,Light Heavyweight,Kevin Randleman,def.,Renato Sobral,"Decision (unanimous) (30–26, 30–26, 30–25)",3.0,5:00,-,300
2002-01-11,UFC 35: Throwdown,Middleweight,Andrei Semenov,def.,Ricardo Almeida,TKO (punches),2.0,2:01,-,121
2002-01-11,UFC 35: Throwdown,Light Heavyweight,Chuck Liddell,def.,Amar Suloev,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2002-01-11,UFC 35: Throwdown,Welterweight,Gil Castillo,def.,Chris Brennan,"Decision (unanimous) (30–26, 30–27, 30–28)",3.0,5:00,-,300
2002-01-11,UFC 35: Throwdown,Middleweight,Eugene Jackson,def.,Keith Rockel,Submission (guillotine choke),2.0,3:46,-,226
2002-03-22,UFC 36: Worlds Collide,Welterweight,Sean Sherk,def.,Jutaro Nakao,Decision (unanimous),3.0,5:00,-,300
2002-03-22,UFC 36: Worlds Collide,Lightweight,Matt Serra,def.,Kelly Dullanty,Submission (triangle choke),1.0,2:58,-,178
2002-03-22,UFC 36: Worlds Collide,Heavyweight,Frank Mir,def.,Pete Williams,Submission (inside shoulder lock),1.0,0:46,-,46
2002-03-22,UFC 36: Worlds Collide,Light Heavyweight,Evan Tanner,def.,Elvis Sinosic,TKO (cut),1.0,2:06,-,126
2002-03-22,UFC 36: Worlds Collide,Middleweight,Matt Lindland,def.,Pat Miletich,TKO (punches),1.0,3:09,-,189
2002-03-22,UFC 36: Worlds Collide,Welterweight,Matt Hughes (c),def.,Hayato Sakurai,TKO (punches),4.0,3:01,[b],181
2002-03-22,UFC 36: Worlds Collide,Heavyweight,Pedro Rizzo,def.,Andrei Arlovski,KO (punches),3.0,1:45,-,105
2002-03-22,UFC 36: Worlds Collide,Heavyweight,Josh Barnett,def.,Randy Couture (c),TKO (punches),2.0,4:35,[a],275
2002-05-10,UFC 37: High Impact,Middleweight,Murilo Bustamante (c),def.,Matt Lindland,Submission (guillotine choke),3.0,1:33,[a],93
2002-05-10,UFC 37: High Impact,Heavyweight,Ricco Rodriguez,def.,Tsuyoshi Kosaka,TKO (punches),2.0,3:25,-,205
2002-05-10,UFC 37: High Impact,Lightweight,B.J. Penn,def.,Paul Creighton,TKO (punches),2.0,3:23,-,203
2002-05-10,UFC 37: High Impact,Welterweight,Benji Radach,vs.,Steve Berger,No Contest,1.0,0:27,[b],27
2002-05-10,UFC 37: High Impact,Lightweight,Caol Uno,def.,Yves Edwards,Decision (unanimous),3.0,5:00,-,300
2002-05-10,UFC 37: High Impact,Middleweight,Ivan Salaverry,def.,Andrei Semenov,TKO (punches),3.0,2:27,-,147
2002-05-10,UFC 37: High Impact,Middleweight,Phil Baroni,def.,Amar Suloev,TKO (punches),1.0,2:55,-,175
2002-05-10,UFC 37: High Impact,Welterweight,Robbie Lawler,def.,Aaron Riley,Decision (unanimous),3.0,5:00,-,300
2002-06-22,UFC 37.5: As Real As It Gets,Lightweight,Yves Edwards,def.,Joao Marcos Pierini,TKO (injury),1.0,1:19,[a],79
2002-06-22,UFC 37.5: As Real As It Gets,Middleweight,Tony Fryklund,def.,Rodrigo Ruas,TKO (punches),2.0,3:34,-,214
2002-06-22,UFC 37.5: As Real As It Gets,Welterweight,Pete Spratt,def.,Zach Light,Submission (armbar),1.0,2:25,-,145
2002-06-22,UFC 37.5: As Real As It Gets,Welterweight,Benji Radach,def.,Nick Serra,"Decision (unanimous) (29–28, 30–27, 30–27)",3.0,5:00,-,300
2002-06-22,UFC 37.5: As Real As It Gets,Light Heavyweight,Chuck Liddell,def.,Vitor Belfort,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2002-06-22,UFC 37.5: As Real As It Gets,Welterweight,Robbie Lawler,def.,Steve Berger,TKO (punches),2.0,0:27,-,27
2002-07-13,UFC 38: Brawl at the Hall,Light Heavyweight,Evan Tanner,def.,Chris Haseman,"Decision (unanimous) (30–26, 30–26, 30–27)",3.0,5:00,[b],300
2002-07-13,UFC 38: Brawl at the Hall,Light Heavyweight,Renato Sobral,def.,Elvis Sinosic,"Decision (unanimous) (30–27, 30–27, 30–26)",3.0,5:00,-,300
2002-07-13,UFC 38: Brawl at the Hall,Light Heavyweight,Phillip Miller,def.,James Zikic,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2002-07-13,UFC 38: Brawl at the Hall,Lightweight,Genki Sudo,def.,Leigh Remedios,Submission (rear-naked choke),2.0,1:38,-,98
2002-07-13,UFC 38: Brawl at the Hall,Middleweight,Mark Weir,def.,Eugene Jackson,KO (punch),1.0,0:10,-,10
2002-07-13,UFC 38: Brawl at the Hall,Heavyweight,Ian Freeman,def.,Frank Mir,TKO (referee stoppage),1.0,4:35,-,275
2002-07-13,UFC 38: Brawl at the Hall,Welterweight,Matt Hughes (c),def.,Carlos Newton,TKO (punches),4.0,3:27,[a],207
2002-09-27,UFC 39: The Warriors Return,Heavyweight,Ricco Rodriguez,def.,Randy Couture,Submission (elbow),5.0,3:04,[a],184
2002-09-27,UFC 39: The Warriors Return,Heavyweight,Tim Sylvia,def.,Wesley Correira,TKO (corner stoppage),2.0,1:43,-,103
2002-09-27,UFC 39: The Warriors Return,Lightweight,B.J. Penn,def.,Matt Serra,Decision (unanimous),3.0,5:00,[b],300
2002-09-27,UFC 39: The Warriors Return,Middleweight,Matt Lindland,def.,Ivan Salaverry,Decision (unanimous),3.0,5:00,-,300
2002-09-27,UFC 39: The Warriors Return,Heavyweight,Gan McGee,def.,Pedro Rizzo,TKO (corner stoppage),1.0,5:00,[c],300
2002-09-27,UFC 39: The Warriors Return,Middleweight,Phil Baroni,def.,Dave Menne,KO (punches),1.0,0:18,-,18
2002-09-27,UFC 39: The Warriors Return,Welterweight,Sean Sherk,def.,Benji Radach,TKO (doctor stoppage),1.0,4:16,-,256
2002-09-27,UFC 39: The Warriors Return,Lightweight,Caol Uno,def.,Din Thomas,Decision (unanimous),3.0,5:00,-,300
2002-11-22,UFC 40: Vendetta,Light Heavyweight,Tito Ortiz (c),def,Ken Shamrock,TKO (corner stoppage),3.0,5:00,[a],300
2002-11-22,UFC 40: Vendetta,Light Heavyweight,Chuck Liddell,def.,Renato Sobral,KO (head kick and punches),1.0,2:55,[b],175
2002-11-22,UFC 40: Vendetta,Welterweight,Carlos Newton,def.,Pete Spratt,Submission (kimura),1.0,1:45,-,105
2002-11-22,UFC 40: Vendetta,Welterweight,Matt Hughes (c),def.,Gil Castillo,TKO (doctor stoppage),1.0,5:00,[c],300
2002-11-22,UFC 40: Vendetta,Heavyweight,Andrei Arlovski,def.,Ian Freeman,TKO (punches),1.0,1:25,-,85
2002-11-22,UFC 40: Vendetta,Heavyweight,Vladimir Matyushenko,def.,Travis Wiuff,Submission (punches),1.0,4:10,-,250
2002-11-22,UFC 40: Vendetta,Middleweight,Phillip Miller,def.,Mark Weir,Submission (rear-naked choke),2.0,4:50,-,290
2002-11-22,UFC 40: Vendetta,Welterweight,Robbie Lawler,def.,Tiki Ghosn,KO (punches),1.0,1:29,-,89
2003-02-28,UFC 41: Onslaught,Lightweight,Yves Edwards,def.,Rich Clementi,Submission (rear-naked choke),3.0,4:07,-,247
2003-02-28,UFC 41: Onslaught,Heavyweight,Gan McGee,def.,Alexandre Dantas,TKO (punches),1.0,4:49,-,289
2003-02-28,UFC 41: Onslaught,Lightweight,Din Thomas,def.,Matt Serra,Decision (split),3.0,5:00,[c],300
2003-02-28,UFC 41: Onslaught,Heavyweight,Vladimir Matyushenko,def.,Pedro Rizzo,"Decision (unanimous) (29–28, 30–27, 29–28)",3.0,5:00,-,300
2003-02-28,UFC 41: Onslaught,Middleweight,Matt Lindland,def.,Phil Baroni,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2003-02-28,UFC 41: Onslaught,Lightweight,B.J. Penn,vs.,Caol Uno,"Draw (split) (48–46, 47–48, 48–48)",5.0,5:00,[b],300
2003-02-28,UFC 41: Onslaught,Heavyweight,Frank Mir,def.,Tank Abbott,Submission (toe hold),1.0,0:46,-,46
2003-02-28,UFC 41: Onslaught,Heavyweight,Tim Sylvia,def.,Ricco Rodriguez (c),TKO (punches),1.0,3:09,[a],189
2003-04-25,UFC 42: Sudden Impact,Welterweight,Matt Hughes (c),def.,Sean Sherk,"Decision (unanimous) (49–46, 48–47, 48–45)",5.0,5:00,[a],300
2003-04-25,UFC 42: Sudden Impact,Welterweight,Pete Spratt,def.,Robbie Lawler,Submission (injury),2.0,2:28,-,148
2003-04-25,UFC 42: Sudden Impact,Welterweight,Dave Strasser,def.,Romie Aram,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2003-04-25,UFC 42: Sudden Impact,Middleweight,David Loiseau,def.,Mark Weir,KO (punches),1.0,3:55,-,235
2003-04-25,UFC 42: Sudden Impact,Light Heavyweight,Rich Franklin,def.,Evan Tanner,TKO (punches),1.0,2:40,-,160
2003-04-25,UFC 42: Sudden Impact,Lightweight,Duane Ludwig,def.,Genki Sudo,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2003-04-25,UFC 42: Sudden Impact,Lightweight,Hermes França,def.,Rich Crunkilton,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2003-04-25,UFC 42: Sudden Impact,Heavyweight,Wesley Correira,def.,Sean Alvarez,TKO (knees and punches),2.0,1:46,-,106
2003-06-06,UFC 43: Meltdown,Lightweight,Yves Edwards,def.,Eddie Ruiz,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2003-06-06,UFC 43: Meltdown,Middleweight,Falaniko Vitale,def.,Matt Lindland,TKO (slam),1.0,1:56,-,116
2003-06-06,UFC 43: Meltdown,Heavyweight,Pedro Rizzo,def.,Tra Telligman,TKO (doctor stoppage),2.0,4:24,-,264
2003-06-06,UFC 43: Meltdown,Heavyweight,Frank Mir,def.,Wes Sims,Disqualification (kicking a downed opponent),1.0,2:55,-,175
2003-06-06,UFC 43: Meltdown,Light Heavyweight,Vitor Belfort,def.,Marvin Eastman,TKO (knees and punches),1.0,1:07,-,67
2003-06-06,UFC 43: Meltdown,Heavyweight,Kimo Leopoldo,def.,Tank Abbott,Submission (arm-triangle choke),1.0,1:59,-,119
